,sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,label
1350,1.0,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,9
1351,1.0,0.595,0.465,0.155,1.026,0.4645,0.11199999999999999,0.305,11
1352,1.0,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,9
1353,1.0,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,10
1354,2.0,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,9
1355,1.0,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,10
1356,1.0,0.6,0.455,0.145,0.8895,0.419,0.1715,0.26899999999999996,9
1357,1.0,0.6,0.46,0.155,0.9595,0.4455,0.18899999999999997,0.295,10
1358,2.0,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,10
1359,1.0,0.605,0.49,0.14,0.9755,0.419,0.20600000000000002,0.315,9
1360,2.0,0.605,0.435,0.13,0.9025,0.43200000000000005,0.174,0.26,10
1361,1.0,0.605,0.475,0.175,1.0759999999999998,0.46299999999999997,0.2195,0.335,8
1362,1.0,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,11
1363,1.0,0.61,0.45,0.15,0.871,0.40700000000000003,0.1835,0.25,9
1364,1.0,0.61,0.48,0.165,1.244,0.6345,0.257,0.305,11
1365,1.0,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,9
1366,2.0,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.28600000000000003,8
1367,1.0,0.61,0.48,0.17,1.137,0.4565,0.29,0.34700000000000003,9
1368,1.0,0.61,0.46,0.16,1.0,0.494,0.19699999999999998,0.275,9
1369,1.0,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,9
1370,1.0,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,9
1371,1.0,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,9
1372,1.0,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,11
1373,1.0,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,9
1374,1.0,0.615,0.48,0.175,1.1179999999999999,0.446,0.3195,0.3,8
1375,1.0,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,9
1376,1.0,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,9
1377,1.0,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,11
1378,1.0,0.62,0.5,0.15,1.2930000000000001,0.596,0.3135,0.354,9
1379,1.0,0.62,0.475,0.16,1.1295,0.46299999999999997,0.2685,0.33,9
1380,1.0,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,8
1381,1.0,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,10
1382,1.0,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,8
1383,1.0,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,11
1384,1.0,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,8
1385,2.0,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,10
1386,1.0,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,11
1387,2.0,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,9
1388,1.0,0.63,0.495,0.16,1.093,0.49700000000000005,0.221,0.315,11
1389,1.0,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,9
1390,1.0,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,8
1391,1.0,0.635,0.495,0.175,1.2109999999999999,0.7070000000000001,0.2725,0.32299999999999995,8
1392,1.0,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,9
1393,1.0,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,9
1394,1.0,0.64,0.565,0.23,1.521,0.644,0.37200000000000005,0.406,14
1395,1.0,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,9
1396,1.0,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,10
1397,1.0,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,9
1398,1.0,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,10
1399,1.0,0.65,0.505,0.165,1.16,0.4785,0.27399999999999997,0.349,10
1400,1.0,0.65,0.59,0.22,1.662,0.77,0.37799999999999995,0.435,10
1401,1.0,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,10
1402,1.0,0.65,0.51,0.19,1.5419999999999998,0.7155,0.3735,0.375,8
1403,1.0,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,9
1404,1.0,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,9
1405,1.0,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,12
1406,1.0,0.655,0.52,0.19,1.4545,0.6,0.3865,0.38299999999999995,9
1407,1.0,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,9
1408,1.0,0.66,0.495,0.21,1.548,0.7240000000000001,0.3525,0.3925,9
1409,1.0,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,9
1410,1.0,0.665,0.53,0.18,1.4909999999999999,0.6345,0.342,0.435,9
1411,1.0,0.67,0.53,0.225,1.5615,0.63,0.48700000000000004,0.3725,10
1412,1.0,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,9
1413,1.0,0.675,0.545,0.185,1.7375,0.8759999999999999,0.3135,0.469,12
1414,1.0,0.685,0.545,0.205,1.7925,0.8145,0.41600000000000004,0.461,8
1415,1.0,0.695,0.565,0.19,1.7635,0.7465,0.39899999999999997,0.4975,10
1416,1.0,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,11
1417,1.0,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,9
1418,1.0,0.705,0.555,0.215,2.141,1.0465,0.38299999999999995,0.528,10
1419,1.0,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,11
1420,1.0,0.71,0.55,0.17,1.614,0.743,0.345,0.45,10
1421,1.0,0.72,0.575,0.17,1.9335,0.9129999999999999,0.389,0.51,12
1422,1.0,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,11
1423,1.0,0.725,0.6,0.2,1.7369999999999999,0.6970000000000001,0.3585,0.595,10
1424,1.0,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,10
1425,1.0,0.735,0.565,0.205,2.1275,0.9490000000000001,0.46,0.565,11
1426,1.0,0.745,0.57,0.215,2.25,1.1565,0.446,0.5579999999999999,8
1427,1.0,0.75,0.61,0.235,2.5085,1.232,0.519,0.612,13
1428,1.0,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,13
1429,2.0,0.14,0.105,0.035,0.013999999999999999,0.0055,0.0025,0.004,2
1430,2.0,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036000000000000004,3
1431,2.0,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605,6
1432,2.0,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,4
1433,2.0,0.37,0.27,0.095,0.23199999999999998,0.1325,0.040999999999999995,0.0615,5
1434,2.0,0.375,0.28,0.085,0.3155,0.187,0.046,0.067,6
1435,2.0,0.385,0.3,0.09,0.247,0.1225,0.044000000000000004,0.0675,4
1436,2.0,0.395,0.295,0.09,0.3025,0.14300000000000002,0.0665,0.0765,4
1437,2.0,0.4,0.29,0.11,0.32899999999999996,0.188,0.0455,0.0825,5
1438,2.0,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,6
1439,2.0,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,7
1440,2.0,0.405,0.29,0.09,0.2825,0.11199999999999999,0.075,0.0815,6
1441,2.0,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,5
1442,2.0,0.41,0.32,0.095,0.2905,0.141,0.063,0.073,4
1443,1.0,0.415,0.315,0.115,0.3895,0.2015,0.065,0.10300000000000001,8
1444,2.0,0.425,0.34,0.105,0.389,0.2015,0.0905,0.08800000000000001,5
1445,2.0,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,5
1446,2.0,0.44,0.34,0.105,0.369,0.16399999999999998,0.08,0.1015,4
1447,1.0,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,7
1448,2.0,0.44,0.365,0.11,0.4465,0.213,0.08900000000000001,0.1135,8
1449,1.0,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,5
1450,2.0,0.455,0.335,0.135,0.501,0.27399999999999997,0.0995,0.1065,6
1451,2.0,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,7
1452,2.0,0.47,0.345,0.14,0.4615,0.22899999999999998,0.1105,0.11599999999999999,8
1453,2.0,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,5
1454,2.0,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,5
1455,1.0,0.475,0.37,0.125,0.649,0.34700000000000003,0.136,0.142,7
1456,2.0,0.475,0.365,0.115,0.45899999999999996,0.2175,0.09300000000000001,0.1165,6
1457,1.0,0.475,0.365,0.115,0.5660000000000001,0.281,0.11699999999999999,0.1335,6
1458,2.0,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,6
1459,2.0,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,5
1460,1.0,0.485,0.39,0.085,0.6435,0.2945,0.10300000000000001,0.198,7
1461,1.0,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,5
1462,1.0,0.495,0.38,0.12,0.573,0.2655,0.1285,0.14400000000000002,6
1463,1.0,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,8
1464,1.0,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,8
1465,2.0,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,7
1466,1.0,0.515,0.425,0.145,0.9365,0.49700000000000005,0.18100000000000002,0.2185,7
1467,2.0,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,6
1468,1.0,0.52,0.4,0.125,0.5589999999999999,0.254,0.139,0.149,7
1469,1.0,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,7
1470,2.0,0.53,0.43,0.13,0.7045,0.34600000000000003,0.1415,0.18899999999999997,8
1471,1.0,0.53,0.4,0.125,0.7575,0.39799999999999996,0.151,0.175,7
1472,1.0,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,8
1473,1.0,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,7
1474,1.0,0.55,0.425,0.16,0.7929999999999999,0.34299999999999997,0.2035,0.215,8
1475,1.0,0.56,0.43,0.15,0.8745,0.45299999999999996,0.161,0.22,7
1476,1.0,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,8
1477,1.0,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,7
1478,1.0,0.575,0.465,0.15,1.08,0.595,0.2065,0.23800000000000002,8
1479,1.0,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,7
1480,1.0,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,8
1481,1.0,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,8
1482,1.0,0.585,0.455,0.15,0.9059999999999999,0.4095,0.23,0.2335,7
1483,1.0,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,7
1484,1.0,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,8
1485,1.0,0.59,0.46,0.145,0.9905,0.45299999999999996,0.2205,0.275,7
1486,1.0,0.595,0.455,0.16,1.04,0.452,0.2655,0.28800000000000003,8
1487,1.0,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,7
1488,1.0,0.6,0.465,0.2,1.2590000000000001,0.6405,0.1985,0.35700000000000004,8
1489,1.0,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,10
1490,1.0,0.605,0.485,0.16,1.2009999999999998,0.41700000000000004,0.2875,0.38,8
1491,1.0,0.605,0.515,0.17,1.2890000000000001,0.6,0.2945,0.3315,8
1492,1.0,0.61,0.485,0.17,1.1005,0.5125,0.22899999999999998,0.305,10
1493,2.0,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,7
1494,1.0,0.62,0.485,0.155,1.0490000000000002,0.462,0.231,0.25,9
1495,1.0,0.62,0.435,0.155,1.012,0.47700000000000004,0.23600000000000002,0.275,7
1496,1.0,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,8
1497,1.0,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,9
1498,1.0,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,10
1499,1.0,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,8
1500,1.0,0.63,0.5,0.175,1.1105,0.467,0.268,0.32899999999999996,9
1501,1.0,0.63,0.455,0.15,1.1315,0.48100000000000004,0.2745,0.305,8
1502,1.0,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,10
1503,1.0,0.63,0.49,0.225,1.3359999999999999,0.6805,0.259,0.3245,9
1504,1.0,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,9
1505,1.0,0.635,0.51,0.185,1.308,0.544,0.318,0.377,7
1506,1.0,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,8
1507,1.0,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,9
1508,1.0,0.645,0.51,0.155,1.5390000000000001,0.6405,0.3585,0.43,10
1509,1.0,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,10
1510,1.0,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,9
1511,1.0,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,9
1512,1.0,0.65,0.5,0.16,1.3825,0.7020000000000001,0.304,0.3195,8
1513,1.0,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,7
1514,1.0,0.655,0.54,0.215,1.5555,0.695,0.29600000000000004,0.444,10
1515,1.0,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,10
1516,1.0,0.66,0.505,0.165,1.374,0.589,0.35100000000000003,0.345,9
1517,1.0,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,9
1518,1.0,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,10
1519,1.0,0.67,0.51,0.175,1.5265,0.6509999999999999,0.4475,0.345,9
1520,1.0,0.67,0.5,0.19,1.5190000000000001,0.616,0.38799999999999996,0.415,9
1521,1.0,0.68,0.5,0.185,1.7409999999999999,0.7665,0.3255,0.4685,11
1522,1.0,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,10
1523,1.0,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,11
1524,1.0,0.7,0.55,0.17,1.6840000000000002,0.7535,0.3265,0.32,10
1525,1.0,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,10
1526,1.0,0.705,0.56,0.165,1.675,0.797,0.4095,0.38799999999999996,9
1527,1.0,0.72,0.565,0.2,2.1055,1.0170000000000001,0.363,0.494,11
1528,1.0,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,12
1529,1.0,0.74,0.57,0.18,1.8725,0.9115,0.42700000000000005,0.446,9
1530,1.0,0.75,0.55,0.18,1.893,0.9420000000000001,0.397,0.445,10
1531,2.0,0.21,0.17,0.045,0.0475,0.019,0.011000000000000001,0.013000000000000001,4
1532,2.0,0.285,0.21,0.055,0.10099999999999999,0.0415,0.017,0.0335,4
1533,2.0,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,5
1534,2.0,0.3,0.23,0.085,0.11699999999999999,0.05,0.0175,0.0415,5
1535,2.0,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,5
1536,2.0,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,4
1537,2.0,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,4
1538,2.0,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054000000000000006,5
1539,2.0,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.057999999999999996,6
1540,2.0,0.36,0.27,0.095,0.2,0.073,0.055999999999999994,0.061,7
1541,2.0,0.36,0.275,0.075,0.2205,0.0985,0.044000000000000004,0.066,6
1542,2.0,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,6
1543,2.0,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,6
1544,2.0,0.37,0.27,0.095,0.2175,0.09699999999999999,0.046,0.065,5
1545,2.0,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,6
1546,2.0,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,6
1547,2.0,0.38,0.29,0.1,0.237,0.10800000000000001,0.0395,0.08199999999999999,5
1548,2.0,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,7
1549,2.0,0.385,0.28,0.095,0.257,0.11900000000000001,0.059000000000000004,0.07,6
1550,2.0,0.385,0.3,0.09,0.308,0.1525,0.055999999999999994,0.0835,7
1551,2.0,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,6
1552,2.0,0.39,0.285,0.1,0.281,0.1275,0.062,0.077,6
1553,2.0,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,6
1554,2.0,0.41,0.3,0.09,0.304,0.129,0.071,0.0955,7
1555,2.0,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,7
1556,2.0,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,6
1557,2.0,0.425,0.325,0.11,0.317,0.135,0.048,0.09,7
1558,2.0,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,6
1559,2.0,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,6
1560,2.0,0.435,0.325,0.11,0.36700000000000005,0.1595,0.08,0.105,5
1561,2.0,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,7
1562,2.0,0.45,0.335,0.11,0.4195,0.18100000000000002,0.085,0.1345,6
1563,2.0,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,9
1564,2.0,0.46,0.35,0.11,0.4,0.17600000000000002,0.083,0.1205,6
1565,2.0,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,6
1566,2.0,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,8
1567,2.0,0.465,0.345,0.11,0.39299999999999996,0.1825,0.0735,0.12,7
1568,2.0,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,7
1569,2.0,0.475,0.36,0.145,0.6325,0.2825,0.13699999999999998,0.19,7
1570,1.0,0.475,0.36,0.1,0.4285,0.1965,0.099,0.11199999999999999,6
1571,2.0,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,7
1572,2.0,0.48,0.37,0.125,0.474,0.179,0.1035,0.175,8
1573,2.0,0.48,0.37,0.12,0.536,0.251,0.114,0.15,7
1574,1.0,0.48,0.355,0.16,0.46399999999999997,0.221,0.106,0.239,7
1575,2.0,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,6
1576,2.0,0.49,0.375,0.115,0.4615,0.204,0.0945,0.14300000000000002,7
1577,2.0,0.49,0.4,0.135,0.624,0.3035,0.1285,0.16899999999999998,7
1578,2.0,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,7
1579,2.0,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,7
1580,2.0,0.5,0.4,0.12,0.616,0.261,0.14300000000000002,0.1935,7
1581,2.0,0.5,0.39,0.12,0.5955,0.2455,0.147,0.17300000000000001,7
1582,2.0,0.5,0.375,0.14,0.5589999999999999,0.2375,0.135,0.16899999999999998,8
1583,2.0,0.51,0.395,0.13,0.6025,0.281,0.14300000000000002,0.162,6
1584,1.0,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,5
1585,2.0,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,8
1586,2.0,0.515,0.35,0.105,0.4745,0.213,0.12300000000000001,0.1275,9
1587,2.0,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,7
1588,2.0,0.515,0.39,0.125,0.5705,0.23800000000000002,0.1265,0.185,7
1589,2.0,0.52,0.41,0.145,0.6459999999999999,0.2965,0.1595,0.165,8
1590,2.0,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,6
1591,1.0,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,7
1592,2.0,0.525,0.39,0.12,0.664,0.3115,0.147,0.17800000000000002,8
1593,2.0,0.525,0.38,0.135,0.615,0.261,0.159,0.175,7
1594,2.0,0.525,0.4,0.14,0.654,0.305,0.16,0.16899999999999998,6
1595,1.0,0.525,0.4,0.155,0.7070000000000001,0.282,0.1605,0.225,8
1596,2.0,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,6
1597,2.0,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,9
1598,2.0,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,8
1599,2.0,0.53,0.42,0.13,0.8365,0.3745,0.16699999999999998,0.249,10
1600,2.0,0.535,0.4,0.13,0.657,0.2835,0.162,0.175,6
1601,2.0,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,8
1602,2.0,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,8
1603,2.0,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,8
1604,1.0,0.54,0.455,0.14,0.972,0.419,0.255,0.26899999999999996,9
1605,2.0,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,8
1606,2.0,0.54,0.425,0.13,0.7205,0.2955,0.16899999999999998,0.225,9
1607,2.0,0.54,0.425,0.135,0.6859999999999999,0.3475,0.1545,0.213,7
1608,2.0,0.545,0.4,0.13,0.6859999999999999,0.3285,0.1455,0.18,8
1609,2.0,0.545,0.375,0.12,0.5429999999999999,0.2375,0.1155,0.1725,7
1610,2.0,0.545,0.42,0.125,0.7170000000000001,0.358,0.11199999999999999,0.22,7
1611,1.0,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,9
1612,2.0,0.55,0.425,0.15,0.639,0.26899999999999996,0.1345,0.217,8
1613,2.0,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,11
1614,2.0,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,7
1615,2.0,0.55,0.425,0.15,0.7665,0.33899999999999997,0.17600000000000002,0.21,7
1616,2.0,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,8
1617,2.0,0.555,0.435,0.14,0.765,0.3945,0.15,0.20600000000000002,7
1618,2.0,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,10
1619,2.0,0.56,0.445,0.15,0.8225,0.3685,0.187,0.23600000000000002,9
1620,2.0,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,7
1621,1.0,0.56,0.425,0.135,0.8490000000000001,0.3265,0.221,0.2645,9
1622,2.0,0.565,0.42,0.155,0.743,0.31,0.18600000000000003,0.231,8
1623,1.0,0.565,0.44,0.15,0.863,0.435,0.149,0.27,8
1624,1.0,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,8
1625,1.0,0.565,0.43,0.15,0.831,0.4245,0.1735,0.21899999999999997,9
1626,1.0,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,7
1627,1.0,0.57,0.45,0.14,0.795,0.3385,0.14800000000000002,0.245,8
1628,2.0,0.57,0.435,0.17,0.848,0.4,0.166,0.25,8
1629,2.0,0.57,0.43,0.145,0.833,0.354,0.14400000000000002,0.2815,9
1630,2.0,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,8
1631,2.0,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,11
1632,1.0,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,7
1633,2.0,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,9
1634,1.0,0.575,0.47,0.155,1.1159999999999999,0.509,0.23800000000000002,0.34,9
1635,2.0,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,8
1636,1.0,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,9
1637,1.0,0.575,0.465,0.195,0.9965,0.41700000000000004,0.247,0.47,7
1638,2.0,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,8
1639,2.0,0.575,0.45,0.135,0.807,0.3615,0.17600000000000002,0.254,9
1640,1.0,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,7
1641,1.0,0.575,0.445,0.16,0.8390000000000001,0.4005,0.198,0.239,8
1642,1.0,0.575,0.44,0.16,0.9615,0.483,0.166,0.275,12
1643,1.0,0.58,0.435,0.15,0.8340000000000001,0.428,0.1515,0.23,7
1644,1.0,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,9
1645,1.0,0.58,0.43,0.13,0.7979999999999999,0.365,0.17300000000000001,0.2285,9
1646,2.0,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,8
1647,1.0,0.585,0.445,0.14,0.9129999999999999,0.4305,0.2205,0.253,9
1648,1.0,0.59,0.49,0.165,1.207,0.5589999999999999,0.235,0.309,9
1649,2.0,0.59,0.45,0.145,1.022,0.428,0.268,0.265,9
1650,2.0,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,10
1651,1.0,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,7
1652,1.0,0.595,0.45,0.14,0.838,0.3965,0.19399999999999998,0.217,9
1653,1.0,0.595,0.45,0.145,0.9590000000000001,0.46299999999999997,0.2065,0.2535,9
1654,2.0,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,7
1655,1.0,0.6,0.46,0.155,0.9735,0.42700000000000005,0.2045,0.3,7
1656,1.0,0.6,0.475,0.15,1.13,0.575,0.196,0.305,8
1657,1.0,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,8
1658,2.0,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,7
1659,1.0,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,9
1660,1.0,0.6,0.47,0.165,1.0590000000000002,0.504,0.24100000000000002,0.275,8
1661,1.0,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,9
1662,1.0,0.605,0.455,0.145,0.9775,0.46799999999999997,0.1775,0.275,8
1663,1.0,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,7
1664,2.0,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,8
1665,1.0,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,7
1666,1.0,0.605,0.47,0.155,0.9740000000000001,0.39299999999999996,0.22399999999999998,0.3345,8
1667,1.0,0.605,0.505,0.18,1.4340000000000002,0.7285,0.264,0.431,10
1668,1.0,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,9
1669,1.0,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,9
1670,1.0,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,11
1671,1.0,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,8
1672,1.0,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,9
1673,2.0,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,8
1674,1.0,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,8
1675,1.0,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,6
1676,1.0,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,9
1677,1.0,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,8
1678,2.0,0.62,0.485,0.18,1.1540000000000001,0.4935,0.256,0.315,11
1679,1.0,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,11
1680,1.0,0.62,0.515,0.175,1.2209999999999999,0.535,0.24100000000000002,0.395,12
1681,1.0,0.62,0.54,0.165,1.139,0.4995,0.2435,0.35700000000000004,10
1682,2.0,0.62,0.49,0.16,1.0659999999999998,0.446,0.24600000000000002,0.305,10
1683,1.0,0.62,0.48,0.18,1.2215,0.5820000000000001,0.2695,0.313,11
1684,2.0,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,8
1685,2.0,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,9
1686,1.0,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,11
1687,1.0,0.62,0.48,0.175,1.0405,0.46399999999999997,0.2225,0.3,8
